Comment,Label
Fixing openbox theme a little,Neutral
Selling my laptop for CHEAP if anyone`s interested!  17' Toshiba 1.3gig ram,Neutral
"If recent experience is anything to go by, I fear I might be going off Indian food. This is not good, people. Not good",Negative
 i wish i wasn`t all  bummed but i kinda am,Positive
 Hey Mitchel when will you be live again? I didn`t get a chance to call you,Negative
looking at the sunshine out of my office window,Neutral
Back is SORE... should not have done that jump last night,Negative
 We are working,Neutral
'Brides a la mode' pow wow first thing this morning   This past weekend`s lovely wedding fresh in my mind... pics soon!,Positive
"Just got my paycheck... April bonus can b deposited 2day the rest, gotta wait til Mon.",Neutral
nope no way in to stop  just have to put up wiv it,Neutral
I recommend returning your broken duck toy with the batteis it came with or the person who your giving it to may get mad!!  trust me!,Neutral
" Not so much a substitute as a variation. Ate too much, too. Oof",Neutral
"such beautiful weather.. .why are u sick, baby ?  @ tanapolis",Positive
 Oui mademoiselle. You can barely turn around these days without bumping into one.,Neutral
Flickr pics Chester Zoo: danwtmoon posted a photo:   'WELCOME' to Chester Zoo by Jockey  http://tinyurl.com/cq7qw8,Neutral
Woke up and watched Jon and Kate plus eight. I tried to pretend like they were still a normail family,Neutral
 your`e a freak,Neutral
 i dont even know now lenaaa  when you going clothes show?,Neutral
_jane yay! buti nagustuhan nyo. isang bar lang enclosed ko sa mail.  to test if matutunaw or hindi. next time uli.,Neutral
Memories,Neutral
 Yep. Nothing to worry about.,Positive
back to work tomorrow  whose idea was it to go back on a saturday?!? Oh wait... that would be mine. FAIL.,Negative
" Going to start very small, like $0.10 or $0.50  Then slowly to higher stakes",Neutral
 Make a videoblog!,Neutral
reading Evermore by Lynn Viehl.,Neutral
Wow what a storm we just had!!! Now no power,Positive
getting my phone back this week  yeeeewww,Positive
back from school  daily show was amazing  gonna watch it again later i think xD,Positive
_breez Yer please do! Have a good day!,Positive
#musicmonday Epic song. (Y)  ? 'Lights and Sounds' by Yellowcard ~ http://tinyurl.com/db7ppm,Neutral
 hot cuppa coffee made with milk & fortified with Monin`s Irish Coffee syrup! Bliss!,Positive
right im out of here peeps.. i hope  fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail,Positive
"My anticipated meet up with Tapan Parikh is no more  apparently he wont pass by Nairobi, and will head straight from Mombasa",Neutral
watching Army Wives and it always makes me cry,Negative
productive day 1,Positive
Rest In Peace  ADaM 12 & GLeNN EPPS.... Gone but never forgotten... what a week ...Loud in da air 4 ya,Neutral
 gotta love the summer,Positive
Marking going ok so far A`s and B`s so far - relieved it looks like I have future programmers in class,Neutral
" alas no, it`s just a normal night  monday is quiz night",Neutral
Did anyone go photographing today? I managed to get a few macro shots of some flowers that were blooming,Neutral
_buckley Good morning from sunny London...sounds like an oxymoron but happens to be true of today  Hurrah!,Positive
 Cool. That`d be fantastic!,Positive
live on stickam.com/itstyleryo COME CHAT!,Neutral
   But  is right: This is like the Cape Breton coal mines but ++. No lessons learned.,Neutral
" Yes, but I`m quite rusty.  I`m hoping to get back to it and 'tune up' my skills.  Tim plays guitar.  We threaten duets.",Negative
Hey everybody!  hah this day is cool! just got back from walk with the dog...  OMGosh! Send me the link again please!,Positive
 srry im not so interesting right now... stayed up til 6am cause my tummy hurt and now im pooped and have to work,Negative
 me because I might not have enough money for college!!!,Negative
lol! woow okay its not that big of a deal,Neutral
I love how when I leave my laptop on my bed it creates a nice toasty spot,Positive
 I mean someone hit a dog with a car. It was just laying there,Neutral
 Does it start tomorrow?  I was going to book Sam on that and forgot,Negative
" salt and vinegar, cheese and onion make your breathe smell lol  ****",Negative
 You`re welcome. There!  I added you already!,Positive
"_rose Mornin` !  Missed dance time, so I guess I will have to dance extra hard tomorrow...",Neutral
" Sorry to hear about your dude probs, what is it that`s too much?",Negative
Discovered that Numpy arrays can hold values of any type.  Useful for manipulating arrays of numbers with uncertainties.,Negative
"maybe i should take up drinking again, feel as if i have a ,massive hangover  still not ,yself today",Negative
just downloaded the tweet deck....look at my and my saviness,Neutral
TODAY FRIDAY: I really hope you will read my messages here and reply to me soon. I could not reach you by phone before you go to work.,Positive
 whatever i know you like it.  HAHAHHAH!,Positive
oh no! my fun weekend with friends is gone! my mother has made a family weekend of it!  ****,Negative
Good morning twitterland. Happy Monday,Positive
Writing reports....,Neutral
thanks timmy.  turns out he has strep and a high fever.,Positive
" oh, that is very nice!! I will do something nice next week ~ going to Madrid next weekend for few days",Positive
keeping it chilled.,Positive
what a beautiful day not to got to my first class,Positive
 Fabulous. And I didn`t get that pic  Gmail be acting the fool sometimes. Can u DM me it?,Positive
" yeah, it`s terrible  cockatoos are the hardest to live with, so emotional. good thing he found you, though!!",Neutral
_ that sucks!,Negative
 yes it does,Positive
_datti Thanks sankar for ur wishes,Positive
"I love waking up and thinking it`s a weekday, but then realizing it`s the weekend.",Positive
" sorry bout the cat,",Negative
 You`re the only person to have joined in  #penilewords,Neutral
Up and washed  I`m clothing myself as I type xD WOOOO,Positive
 miss u too. I`m still at a club...u know...west coast ****!,Negative
 love love love pot psycology. My Friday night treat,Positive
Happy Star Wars Day  May the fourth be with you!,Positive
 Playing with lighters fire matches and grass,Neutral
_art That would be the one.  It`s awesome sauce.,Positive
"Bucky, my ferret officially has insulinoma  Now on daily prednisone. Had interview with p-doc today, have to go back monday for testing.",Neutral
" I`ve never been to Prague, but if i had the money, it`ll be in the 10 first cities I visit",Positive
coffee time,Neutral
" He was creepy for me at first, but I did really grow to like him. I cried like a baby when he and Tosh died.",Neutral
"_ really!? that son of a ****, screw him, ill talk to on msn later k  xox",Negative
" We didn`t...but we did have to wait a good twenty minutes for one.  Good night, though!",Positive
 I always hope they will die out but then i see the the old ones and it makes me sad,Negative
" thanks Alen, it seems that we can only submit community news, is this an error, or must we prove ourselves",Neutral
 don`t follow me. You will ruin my twitter experience,Negative
Blah to car repairs... almost 600 dollars...   Shopping around for a better deal.,Negative
Weetabix and Choco milk  Yum!,Positive
 me too!,Neutral
I`m sad to have lost another person close to me to cancer,Negative
_me Thanks! Kinda bittersweet though,Neutral
_Nutbar Good morning  how are you? #TwitterTakeover,Positive
First time to Twitter..,Neutral
Captain Jack is back,Neutral
"_la ben`s dreams make me so saddddddd  i want them to be togetherrr. i swear if this **** gets me bawlinggg, so help me..",Negative
"Internet, you were so fast! And now you are so slow! Where did the fast connection go?",Neutral
 6 am.  you?,Neutral
30 year old Barbie dolls still can rock it...that girl was H-O-T!  and Ken ain`t so bad either!  now those are memories!,Negative
this weather makes my fingers numb / still waiting,Negative
 LOL yeah ima mama  thanks. happy mama`s day and lakers day! i love it!,Positive
DONE--IT`S SUMMER!!!,Neutral
 I was just at Geno`s 3hrs ago.  Would have went to Pats but the Neon Lights got me lol.  Had drinks at South Philly Bar too,Neutral
http://yfrog.com/0xoxij Fry bread is good but they only gave me a little pinch of lettuce  ha ha,Positive
 Its WoW! effect  Thanks for the update.,Positive
"got up at 8 today, and also misses his friend ",Negative
catching up on my reading... twitter n BF break,Neutral
" No, that`s not right - I remember now.  You were in a fearless tweet - we were both seen as fearless.",Neutral
  my thoughts dwell on a certain person,Neutral
Transition time is over; tonight I work night shift. I woke up at 1330.,Neutral
Gonna go to work with my honey today!!!! So exciting!!!,Positive
_ aww thats too bad you lost it though,Negative
 this my new more private acc. Will only use it for close twitter friends,Neutral
I hate going online and looking at the balance in the bank.  its always a lot lower than I need it to be.,Negative
" actually, the web works fine. tweetdeck seems to be the culprit  sadness! it`s done this at two diff. locations",Neutral
_x How did your Geo ISU go? I swear I just had the worse day ever..,Negative
"And you could have it all, my empire of dirt! I`m in a&e with dad I`m freezing fully shivering Every1 else is warm  no fones allowed ffs!",Negative
 tell me what you think of Pride Prejudice and Zombies . . . if you`re not all hyped up on sugar,Neutral
"_tdh Can you install ruby, gems and rails on keep? Please?",Neutral
Out for ultimate training. looking forward to the sunset!,Positive
going to work once again. what a great few days off i had. now it`s over  but atleast i get 2 more commin up wahooooooo,Positive
 Good to see you back. Sorry that happened to you,Neutral
My 1st Mothers Day Tomorrow,Neutral
"'you said 'darling what happened? did I fall asleep, and you carry me home? Cuz I know I wasn`t here'' Goodnight twitterererers",Positive
" I just about clear my whole office and no sign of it  next place is truck, I have yet to fully clean under back seat lol!",Neutral
 It`s not gonna storm!  because I said so!,Neutral
 I broke my ipod,Negative
_banks 'Something must be wrong. Only found 17 July Harl/Sil books I wanted,Negative
 Haha and you should! State pride is important,Positive
" Ugh, did you just say your friend might have swine flu? OMG, why?",Negative
" haha no problem, it`s fun isn`****",Positive
"Finally got to wash my hair! I feel much better now, but I gotta dry it ... Effffffort.",Positive
finally feel back into swing of things here at work after getting married last week! sigh of relief for no more wedding planning!,Positive
 that sucks  booo.,Negative
Hates untalented **** being mean to my talented friends,Neutral
looks like we`re rained out for weekend climbing,Negative
Is Google Maps not working for anyone else?,Neutral
 oh ****!!,Negative
 i dont really trust the judgements and vouches of _xo   jk. i`ll think about becoming a friend of yours,Negative
 Jesus heals,Positive
 It`s surprising how much Billy Idol turns up in tweets. I monitor constantly - not that I`m obsessed or anything!  #BillyIdol,Neutral
 werd. that`s very true,Neutral
 Your birthday? WELL Happy birthday,Positive
Without wings again,Neutral
 did you tweet me? i thought i remembered seeing one but i cant see it now! SO glad teatree is ok!,Positive
Night twitterland x I have to be up in five hours  sigh,Neutral
 Happy birthday in 2 hours and 54 minuets  Haha,Positive
"lunch break`s over, going back to work....",Neutral
Glad to see it`s a typical Bank Holiday weather wise - I was going to do so much today - yeah right!,Positive
 Hayley Williams is pretty much amazzing,Positive
 the app said i need 12.1.5 or later,Neutral
 --Nothing,Neutral
is in PHP website upgrade hell on a Bank Holiday. How`s that for planning!,Neutral
 not really having a good night... missing my little girl...,Negative
  miss you captain,Negative
Im sending this to my mother!  http://bit.ly/1aa1RF,Neutral
" OI, are you mocking the fact I dont cry at tv things?!  *Feels bad*xxx",Negative
 i am public and can`t get anyone to follow me,Neutral
" Until  brings back our EVERYONE button, access PT @ http://twitter.com/public_timeline or link in bottom of Settings.",Neutral
 Boring? Who you been talking to? Lol not me  ( no ****),Neutral
"  I know, right? I guess the oldest doesn`t hold rank on field trips anymore.",Neutral
"just signed up..so, hello twitter world, here I am",Neutral
 I won`t be getting any ROTF toys `till MUCH later.  Tell me if anybody isn`t/is worth getting.,Neutral
 heading over to xbox  will go shopping 2morrow,Neutral
 I saw that you were calling but cannot answer as I`m in the second hour of a phone convo with my mom and she won`t stop talking,Neutral
is excited!  http://plurk.com/p/stk04,Positive
 hmmm really??? that`s weird idk about that one  sowwy,Negative
 oh that looks boring  and even more boring you have an exam on a saturday,Negative
Practice was a beast today. Not going to see Julian tonight,Neutral
"Getting somewhere with my first 'real' KiokuDB and catalyst app, yay",Neutral
 Thanks though - am trying to be Positive!!  Wine may not be helping lol!!  Wish I could make the gigs.....,Positive
 i think my niece got me sickee  lame.,Negative
Rise and shine  Time to get prettifide.,Positive
" I tried sooooo hard to work from home today, but failed  Not my fault though.",Negative
 Gosh I`ve a stinky old headache. Maybe I should have lunchfast,Negative
Glenna is bored but glad that it is a beautiful day. Macy went swimming and Kris played golf while I sat at home waiting for them,Neutral
bout 2 have 1 more drink then imma head in da house,Neutral
"i get so sucked in to true life, and that steve-o documentary was intense, i love that ****, it`s nice to see people get their lives back",Neutral
I love my life  Ni night twitter!<3,Positive
 We knew what what you meant!,Neutral
Succesfully following Tayla!!,Positive
my new phrase is `you never doubt mo williams`   six game win streak!,Neutral
 Have fun tomorrow night. I think it will be more fun at a bar than art gallery. Wish I could be there,Positive
 4th... Please not! Maybe she`ll get 3 attempts and win tomorrow!!,Neutral
trying to learn to tweet!!  it`s all good I hope..,Positive
"Bleargh. I can never clean as much of my house as I want to before work, no matter how early I wake up. Today: sink, laundry.",Negative
"Great, social network sites are still growing",Positive
 If I got paid by the hour I could retire by now  do you have xBox live? I am thinking Rock Band,Neutral
"I should learn not to walk all day, and then sprint through sprinklers without stretching.",Neutral
 So...I was half asleep when I wrote the previous message. Greatest friends !!haha  You are!!,Positive
 I`m still trying to see Star Trek! I`ll just have to Woman up and go alone. BF is pretty much worthless anyway  lol,Neutral
"  Laws change in the 70s or 80s.   I could really push it bcause gran from Bathgate, but she was US citizen b4 dad born.",Neutral
some of my new followers are pretty cool tweeps; check `em out.,Positive
"no work today! went shopping, and now relaxing  &learning for the toefl",Positive
Is off to watch arsenal v chelsea today,Neutral
He`s getting ear tubes in about an hour so no food,Neutral
 yay asap lol awwh I miss our friday night happy hours even luna del sea and the 'boy' hahahaha,Negative
left the bases loaded...,Neutral
 Cowboy westerns...haven`t seen those in a while. good luck,Positive
 It`s already over? ****!,Negative
 I was trying to back all her documents up but it wasn`t playing along. its taking forever but am back at it again now,Neutral
Doing some test shooting later this afternoon.  Did I mention being in Holland for an indie wine festival this week? My tongue is red.,Neutral
My dad knows i got drunk today. And i didnt get in trouble.,Positive
" so i`ll excuse your love for the Cavs and the west, even though I don`t share it!",Neutral
" Lol - I could try!  Seriously tho, dont do all of it! That sucks! ****",Negative
 **** i wanna see the rest!! i only saw like 30 minutes,Negative
Happy mothers day mom!!!  i love you.,Positive
"burning cd`s,,,,,,,,, **** outa blank disc`s",Positive
" new album is truly genius, so happy with it",Positive
 you`re alive!!!!!!  Go w/ The Notebook...it`ll make you cry and stuff,Negative
 Okaii Cool!  I Can`t Wait For The Series To Begin It`s Guna Be Awesome  x,Positive
crying to A Walk To Remember as usual,Negative
i only hav 8 followers                 !,Neutral
happy star wars day everyone  off to celebrate with the family... ok we`re not celebrating it but i am going round to the famo`s...,Positive
"I also have a certain CD from camp that a certain somebody gave me...  Yeah, there`s this guy in the video that`s really frickin hot!",Positive
IT`S MOTHER`S DAY,Neutral
Yay for birthdays  sadly my voice is almost gone :/ but it was a pretty good night!,Neutral
"we finally hit 1,000 friends! thanks!",Positive
 I`m part of a religion called People-With-Good-Taste-In-Music. We don`t celebrate Jonas Brothers Day.,Neutral
I`m at work....bored out of my mind.,Negative
watching the notebook,Neutral
 Yes because those taxes disguise the booking fees and commissions that online travel portals charge. Try iXiGO.com next time,Neutral
"twitters gettin a lil bit confusin... twitterific?twitdroid?twitterberry? i understant the txt bit tho lol  ah well, twitters cool anyways",Neutral
Finally sleep time,Neutral
 http://twitpic.com/4l85a - best kind of gum ever! I just bought a pack,Positive
The Heater blew up,Negative
 i tried. and failed,Negative
"  just finished mine, some parts were remarkably difficult  cramming kanji now!",Negative
why is everyones tweets about britains got talent?! i feel left out,Negative
yay mothers day  i love mi madre,Positive
They wouldn`t reverse any of my overdraft fees.,Negative
_N9ne I`m not having a good day,Negative
i miss the Soulja Boy dance...,Negative
"I woke up an came to the realization that I can put it off as much as I want, but I need 2 drop some friends. Dammit!",Negative
11 Days left until freedom. I really just want to get through this weekend. I hate essays.,Negative
  lol you guys are awesome,Positive
"Home, good night world",Positive
" http://twitpic.com/4vtlm - awww, she is really cute",Positive
got alot of runnin around to do today to get this job app completed so they can have it on file... so glad i got this job!!,Positive
lappy charger is completely dead... conserving what`s left of the battery until i can afford to buy a new one,Negative
" well, i must say she is very lucky to have you! i guess that means no chillin and concert with me huh",Neutral
Happy Mother`s Day all of the mom`s around the world!  I love mine more than anything in the world and can`t wait to celebrate! WOO!,Positive
I put a real pic of myself up. I`m going to miss the avatar.,Negative
doing my folio work but keep on getting distracted by deb pics,Negative
sad that borders did not have guerrilla gardening book but otherwise a most lovely relaxing day,Neutral
I can`t sleep. I can`t find my grandmother`s quilt or locket. I`m sick at myself cause I may have lost them somehow. Or they were stolen,Negative
Had to take my bad **** dog to the pet hotel....so sad,Negative
about to hit the sheets.,Neutral
"I wish i had my iPod , i need some jonas . I miss their sexy voices  JB forever !",Neutral
watching Gilmore Girls reruns!! Don`t know what else to do for the day,Neutral
"Wow, its hot and miserable. People are probably killing themselves right about now...",Negative
 Thanks mama ! I absolutely adore her,Positive
" ohh snapp, have fun",Neutral
Sitting waiting for an exam to start,Neutral
 I don`t think I`ve ever tried peanut butter on toast,Neutral
" i would but he`s premiering avatar footage and can`t do it then. also, we better hang out.",Positive
Home from Chelsea`s  Jam sessions = <3 = Chelsea + Abby = I luh you.,Positive
we`ll be visiting my grandparents later. BTW i just heard katy perry`s HOOK UP whew so cool i love it more than k.clarkson`s version,Positive
"  very sweet!!! HAHA. I am like super proud to be a new mom!!! I feel like, i got the PERFECT daughter. And i am a GREAT mom!!!",Positive
gosh im bored. its early..n i wanna go..to sleeeepp why am i at work?  *kay<3*,Negative
 I`m sure she`ll be fine. They`re not as daft as they look (sometime),Neutral
HA! I`d give Kristen plenty of free hugs! *sigh* if only I could,Neutral
" And, yes. I <3 mac, if only it weren`t so expensive",Neutral
 I hate cottage cheese.  I even got some fancy stuff last weekend with lemon and berries...I could only eat half of it.,Negative
  link isn`t working,Neutral
I just need to go to the bank,Neutral
" you should come to Estonia, I know some epic horses here, hehe, and a good trainer and good beaches were to ride!",Positive
_jonas101 WOW they`re totally amazing and they`re more than awesome,Positive
Just got laid off  stupid economy!,Negative
http://twitpic.com/67i90 - My plans have been ruined,Negative
"nothing better than to have your Grandaughter smile and nothing feels better than that big hug!! Grandkids, what a hoot!",Positive
`Wake Up Darling`,Neutral
 oh I know. and I aprreciate it  it can be my back up plan,Positive
" Yes, I would love some more cowbell!",Positive
 Umm don`t ya mean ship,Neutral
i really wanna go to australia and england.,Neutral
"I just slept that entire flight, and woke up to the fact that the girl beside me had been watching Chitty Chitty Bang Bang!",Neutral
just had a gym sesh.,Neutral
Trying to get to sleep but mum is blaring Les Mis really loudly in the sitting room,Negative
"Don`t think I`m gonna be able to go to see the JB 3D Concert...wrong time, no where very close by",Negative
"I`m a sad panda, hulu doesn`t have the elephant show   no Skinnamarinkydinkydink sing alongs for me.",Negative
 what`s up? what happened? DM me if you need to. TXT on my phone is defunk`d,Neutral
is 500 words into a 10 minute speech on 80s teen movies. due wednesday. blah blah. can`t wait for the glenn ball!,Neutral
I`m gonna cry    I went bad at my History test ! I really hate History  !,Negative
"just got up, couldn`t sleep anymore i guess and im not really gonna go back to bed, im not really sleepy",Neutral
Going to work,Neutral
 i agree with the whole Hollie thing,Neutral
_ Truetrue  But he`s not! xD,Positive
"Sad I missed  going away party due to too much work, but I really am gonna miss that kid",Negative
I`ve come to the conclusion that lemongrass chicken tastes like lysol -  so much for lunch!,Neutral
One of the most random phone calls ever. My god kill me now.,Negative
& more #<3criminy cuteness! http://tinyurl.com/cd8yab #sinfest,Positive
"the neighborhood gas station is gone, kaput, out of business. No more convenient trips for ice or whatevs. over 3 miles now to travel..",Negative
tomorrow`s mother`s day  me n my sis gonna make an onigiri for our mom~!! its gonna be so kewl!! cant wait for tomorrow >_<,Positive
it makes me sad when people phones are sick,Negative
taking care of sick children,Positive
 welcome to my life,Positive
" Same here - events + writing songs. But I just finished my TMNT vs MMPR song, so I`m excited to record that on Wednesday",Positive
 yup! way to **** early and I`m already at work,Neutral
 oh sweet! I`ll definitely check it out when I get the chance...,Positive
 Youuuu`re an aaass  my aaass loooool,Negative
"I want to ride my bicycle today, but it`s too cold and cloudy today",Negative
 important person?  who?,Neutral
" That`s not what  said  I like you, too, though.  is going steady with , though.....",Neutral
" Thank you! One day at a time, right?",Positive
" I missed mine, too. Not fun...",Negative
via : Found #geocache Head`s Up! http://coord.info/gc1ret6. Probably my only find of the day.  http://bit.ly/JS3S4,Neutral
let me dream about my spock now goodnight,Neutral
_e thanks for following me. Nice to meet you,Positive
Danny cut his beautiful curls,Negative
God is so good!!,Positive
forcing myself to watch the movie 1984 for my book report  im lazy to read,Negative
" thanks amy, its full of hotness",Positive
 don`t think i can take a needle. watched a horribly gory short film on drugs a few months ago. i`m scarred for life.,Negative
Just finished watching the last of Star Wars,Neutral
Thanks    ? http://blip.fm/~5z6n8,Neutral
can`t be arsed to get out of bed  hello sunshine,Negative
Every pair of jeans I own nowadays is very tight.  I think mah butt gettin big (oh!),Negative
I bought two tops and a scarf yesterday...sister has successfully hijacked them this morning to wear to breakfast (after removing tags),Neutral
" btw, do you realize your profile pic makes you look much older than you say you are?",Neutral
" Aw, sorry E. :/ I hope it looks up for you (lame ear) And there`s always next year! ****. Lamer ear :/ Fail. Uhh..Love ya E!",Neutral
 tiny.cc doesn`t seem to load for me  I was thinking on going to the batting cages but apparently you gotta book in adv,Neutral
 Cheese and Onion! Vinegar taste weird on crisps! England`s got loads of weird crisps flavorus  lol.. What do you like ? x,Negative
 Thank yooou! I might have to get it seen to... hm...  ****,Positive
Ohh grandpas.. Stable.. Won`t kno all details til tomorrow when I visit... Keep him me and my fam in ur prayers..thank you  ... Goodnite,Positive
Sore throat. This is not good. I have four performances this weekend.,Negative
 it because your handwriting isnt on any of them. and everyone is making fun of me because im sitting by myseld in the lrc,Negative
So disappointed about the talent lineup for 'ReventÃ¯Â¿Â½n Super Estrella 2009'...hmm...Have the feeling I won`t get tix this time around.,Negative
This is for all of you ppl! The 1 year Anniversary Video. http://is.gd/ysbs more to come after the break,Neutral
" can I come!?   I`m Merci btw., I have always been so inspired by you since I was a teenager.",Positive
 how crappy for him,Negative
its freezing cold! i cant function right in this type of weather. starving to the max,Negative
Anyone ever had that heavy feeling of sadness in their hearts? Thats my case rite now.,Negative
 haha! sorry to hear that,Neutral
_k_2k - Y!360 closing? get out!,Negative
" He`s too old school for burnouts. Just a lap around the track, like they used to.  #NASCAR",Neutral
Hannah slept here last night  just gave her her 5:00 AM bottle and she went right back to sleep but I`m up! lol,Neutral
" aww if I could, I would...  GBY ;)",Positive
I ate too many kisses.,Negative
 Thanks for the warning. Good thing my heart is unbreakable.,Positive
"Everyone At My Place Tomorrow  Bonfire, Tofu Dogs, And Austin Powers.",Neutral
 ... like you`re stuff!  Strange voicemails! http://bit.ly/yKxms,Positive
 Well done! Happy for ya.,Positive
 oks  yes infact we had chatted earlier on n00b.in as well,Neutral
 And you as well bro,Neutral
 im sorry  i wish that i was there instead (it would give you a good excuse to get away from him) hehe...i love you <3,Neutral
"True to form, Bank Holiday Monday looks like it might be rainy. Hope it holds off til later, family&friends plan walk and picnic today",Positive
 how do you call that number from the UK ??  I really want to call u but I don`t know how to  xxxxxx,Neutral
Thinks FML should changed to LML (love my life),Positive
"Ha,  i`m giving spymaster a chance - just curious! will miss u",Negative
" Ah, I thought management fiat was your own fiat  Oh well... And... Shripriya (or Shri if one must shorten it).",Neutral
"Loves the 2nd half of even days, orch and jazz band with daddy",Positive
is tired. And turning off the Internet. You can play on it in the morning.,Negative
Watching WALL-E.....it`s so cute but sad,Neutral
happy star wars day,Positive
Just got notified my podcast was accepted into iTunes. http://budurl.com/SBit Of course I then realized it was miss formated  Fixed now.,Negative
Heyy.thnxx.or.inviting.me.to.ur.party.rob.ill.be.down.there.on.june.24th.ill.miss.u.when.u.go.to.italy....   <333333333 txt.me.hon!!!,Positive
is tired of summer already,Negative
"There mite be a article in the trib bout portia, keep an eye out for it.",Neutral
 I`ve given up on pizza - kids would never let me have my fav  (the hot ones),Negative
im hangin out with my cousin holly and tlkin 2 my grandparents.......  my phone went dead,Negative
 Thats great,Positive
Princess Sakura is MINE  therefor i want to use it on TJ! grr,Neutral
i wish i could teach my dog how to play xbox!  alas...no thumbs,Negative
Cleaning out my room and found this... http://yfrog.com/0t2b6j   she took me to 2w2v and insisted on paying for my ticket.,Neutral
 thanks! I`m totally bushed today though time for some coding,Positive
still making icons,Neutral
"gonna go 2 bed now, night tweeters  , dont think about me when you sleep ;) hahah nite all",Neutral
Waiting for my turn on wii fit gym closed,Neutral
Omg!!! Is this the sun glimpsing through the clouds?! Woohoo!,Positive
" haha yea, i just feel like its being taken the wrong direction, used to be a cool place, now its a mess",Negative
 shes must be a truly amazing woman for having a phenomenal son..,Positive
 very nice...i cleared my head,Positive
" I think it`ll be more like a casual attendance instead of a review, as there might not be another issue of felix by then.  Thanks.",Neutral
" Your pic didn`t show up for me  Boo!!!! All the other pics on that site show up, but not yours",Neutral
"baby i need you , right here , right now",Neutral
" umm get ready, help my mum, give GJ his presents when he gets up (could be a while), wait for people to arrive, then party",Positive
 together,Neutral
http://twitpic.com/4wuaq - another prof pic.,Neutral
Happy Mother`s Day mom,Positive
 http://twitpic.com/4vw9a - I`m not gonna buy one...nor two... But three! I will be the ultimate slaughter machine!,Neutral
#asylm yay registered but lost all my friends,Negative
"church bellss are ringin  got to go. adieu,(god bless in german)",Positive
Still feel like craaaap and like everyone on earth needs to know this lol... Have fun birdies,Neutral
 watching dor on utv movies again great performance,Positive
did U watch the spelling bee contest ? winner: Kavya Shivshankar ! Impressive performance - i had not even heared most of the words b4,Positive
 probably not in this weather,Negative
some relaxation. so much things on my list... but really not that much,Neutral
....got your message!!! You are such a twitter freak!,Neutral
 no wonder you hate driving and country roads and stuff,Negative
heading out to (a long)band practice. last one before our first show on Saturday night. Hope it`s a good one  http://digg.com/u12MIW,Positive
says HAPPY MOTHER`S DAY TO ALL THE MOMS OUT THERE!  http://plurk.com/p/stezd,Positive
 sorry to hear your news,Negative
" I`ve been there.  The only place I have flown out of since moving up north. Really pretty area for flying, but very expensive",Neutral
sad.. Daniel is leaving Florida now.. just gave him a big hug,Negative
it`s mother`s day...i already bought and gave my mother`s day present to my mother.,Positive
Best friend is leaving to go back to school today..I am so sad,Negative
" hey, what about us followers in ATL!!!!",Neutral
11:11 pm Perrrfect universal alignment.    <33,Neutral
has a new nick name - arosh ..i like i like,Positive
i was so bored i decided to iron all my baju sklh. thn i realized i hate doing tht. so all i did was iron a sleeve HAHAHA. im off to schl,Neutral
 No Trump casino in Vegas.,Neutral
"_jimski .....in my book, yes",Neutral
 ilooked in my phone book and ur name was the first to show and i was like i got ti-ti number but it was just ur email,Neutral
asks for karma points please.  http://plurk.com/p/wxnt9,Neutral
 Will do,Neutral
OFFICIALLY booked for seattle with  and  it`s going to be THE best birthday weekend EVER!   :you made me sad,Neutral
_carter THE LINK DOESNT WORK,Neutral
"_M Awww, our Mother`s day has been and gone :o(.  No work today, off out witht he camera in a little while, hopefully",Neutral
 i guess you get loads of emails & people asking you stuff al the time but i seriously wonder if you ever read my comments  x,Negative
Up late with nothin 2 do.....,Neutral
Ahh... I love Chinese music. Haha.  Not gonna see my luff til Thursday...,Positive
People are people...nooooo? Id never have guessed tht...idiot..im grouchy now,Negative
 i see you hannah klein!. lookin good today,Positive
aha _marie my brother`s wallpaper on his phone is Dolly The Sheep  aha i`m loling.,Positive
 it`s saying that it is the wrong link-it cannot find the address.,Neutral
  I know... kittie should be a professional....,Neutral
Sending blessings out to ,Positive
 ahh ok! Enjoy! I`ll miss it,Neutral
"So tonights TV viewing, BGT or HIGNFY and Reggie Perrin? Wont be tweeting however as  MiniC has hidden iPod",Neutral
Mudweight hauled in for last time by   http://yfrog.com/0zr2jqj,Negative
has dislocated her knee  *bad/painful times* gas + air and morphine are fun though,Neutral
"i cant believes its already Monday, the weekend went by soooo fast, keeping my fingers crossed that will too",Negative
"Barack Obama is a legend, just watched his dinner speach, it was pretty funny",Positive
I got whooped by Jason Bradbury. Ace :0,Neutral
 Ouch. I won`t be down in Miami tomorrow morning. That sucks  It`s a cruise? Are you driving back the next Saturday?,Negative
sadd..  last night in fl.. going back to AR tomorrow,Negative
"according to mary chaayaa, i look like a sexy emo in my dp  i not emo.",Neutral
 sounds awesome..,Positive
 well you are a tricky one so I would say 6.5,Neutral
 no. my school will start on June1.  two days to go. i still don`t want. :l,Negative
 Still no Internet today,Neutral
"Tbh having no credit in your phone sux. i cant even text people to see what`s happening, like its totally grrrsville",Negative
gahhhh homework. masterchef in half an hour! hahah and the recruits,Neutral
This month was a bad month to try and get an advert together for Kobold Quarterly,Negative
 I`m concerned for that family,Positive
Idk i cant do ****,Negative
only gets spam in her college email account now. What a way to rub in graduation.,Negative
 I`m very much in tune with your words today. Thanks.,Positive
